BlipA.ElapsedDays         BlipA.X                   BlipA.Y                   BlipA.Z                   
0                         6804.373650608836         -591.8208020951877        -2208.7053023954          
BlipA.ElapsedDays         BlipA.X                   BlipA.Y                   BlipA.Z                   
0.1336682967230445        4045.153063814996         -1551.312781601669        -5726.007318746942        
0.134820096722251         4635.222977561071         -1436.994773473089        -5290.779879041203        
0.1359711900040566        5175.682716185895         -1307.479211656936        -4799.460256842729        
0.1371216313636978        5660.858418118451         -1164.148638139001        -4257.30505350413         
0.1382714625651715        6085.661066604955         -1008.531589736376        -3670.109560073107        
0.1394207820558222        6445.664428399104         -842.2767508699429        -3044.109799327822        
0.1405696834372066        6737.122114370931         -667.142807240871         -2385.944036278612        
0.1417182816949207        6957.012414633324         -484.9761729196952        -1702.568583057594        
0.142866713085823         7103.062971217228         -297.6913010764907        -1001.183523153793        
0.1440150985035871        7173.765993357823         -107.2567971315718        -289.1802251933233        
0.1451635968114715        7168.396319820785         84.33345458367617         425.9671432874947         
0.146312346932973         7087.011677866397         275.0710117687981         1136.742067516633         
0.1474614876096894        6930.454550694046         462.9563988036678         1835.673956081749         
0.1486111489430186        6700.34473962285          646.0179595350733         2515.408818624796         
0.1497614542095107        6399.064106271564         822.3321882641018         3168.785325058928         
0.15091250873229          6029.737285518996         990.0417113180404         3788.902012202666         
0.152064413377957         5596.198529061973         1147.376471943675         4369.196203517269         
0.1532172407387407        5102.963595975066         1292.668861891961         4903.500386385224         
0.1543710393489164        4555.187549343881         1424.372519718809         5386.112021907994         
0.1555258376683923        3958.613884509635         1541.079886770323         5811.858541696872         
0.1566816574668337        3319.510357582898         1641.538988564362         6176.159194579161         
0.1578384727072262        2644.62880731814          1724.66405350019          6475.064252704032         
0.1589962738908071        1941.100525756333         1789.553439186647         6705.320374914702         
0.160155001682142         1216.400822748934         1835.495551122932         6864.392268273952         
0.1613145845331019        478.2492285186152         1861.98089031643          6950.506099743859         
0.1624749173388409        -265.4596347546243        1868.70852853216          6962.672580834249         
0.1636359178301063        -1006.777658733499        1855.59106070407          6900.703407065617         
0.1647974757252086        -1737.757679018569        1822.755486768057         6765.213616078418         
0.165959486457723         -2450.562087388449        1770.542455875291         6557.616839286057         
0.1671218415503972        -3137.542815174679        1699.502852748439         6280.111078479064         
0.1682844195966027        -3791.32097136053         1610.393005484995         5935.659295104212         
0.1694471414411964        -4404.898733803189        1504.162087466251         5527.940222700871         
0.170609895070811         -4971.693808203481        1381.94732007933          5061.329647420297         
0.1717726052775106        -5485.648233604363        1245.055310250954         4540.82853638736          
0.1729351868380036        -5941.269912237661        1094.951987902518         3972.024446999897         
0.1740975913198781        -6333.710514562556        933.2405964458852         3361.007629308454         
0.1752597847153083        -6658.803266090579        761.6460791766982         2714.311707067711         
0.1764217158015526        -6913.098333699069        582.0011239781542         2038.860569899681         
0.1775833780811809        -7093.913753021117        396.2169925748399         1341.858142894712         
0.1787447638416779        -7199.347949373687        206.2696271023744         630.7358908993637         
0.1799058699943998        -7228.300765339553        14.17780976527911         -86.92951675305895        
0.1810666895507893        -7180.484627629246        -178.0168576304778        -803.4915702839396        
0.1822272471072211        -7056.424119368259        -368.2774139245184        -1511.33683772175         
0.1833875486154284        -6857.450439941686        -554.5846711013932        -2202.934294159835        
0.1845475897243887        -6585.691080190543        -734.9600263421303        -2870.920687532842        
0.1857073951541679        -6244.037461937891        -907.4924029903676        -3508.20087127427         
0.1868669526011217        -5836.130723837374        -1070.348269760323        -4107.985308354878        
0.188026285617525         -5366.301892247536        -1221.801664103773        -4663.901323112574        
0.1891853535707924        -4839.564492515397        -1360.239083395285        -5170.01155844284         
0.1903441619033401        -4261.518844885904        -1484.191321827757        -5620.931215611766        
0.1915026732858678        -3638.331754016903        -1592.338401402006        -6011.846339972514        
0.1926608637804748        -2976.645681959001        -1683.530480229794        -6338.590282447849        
0.193818705589365         -2283.515882888702        -1756.798134931167        -6597.681017636042        
0.1949761366413441        -1566.35468758285         -1811.361760508295        -6786.355280746978        
0.1961331087295548        -832.8238401492572        -1846.643808861085        -6902.612173222628        
0.1972895564831561        -90.77038503984237        -1862.273758826049        -6945.230490262007        
0.198445453937893         651.8945764997704         -1858.092957373283        -6913.784309048679        
0.1996007198031293        1387.221268186846         -1834.155838629153        -6808.647037440741        
0.2007553278599517        2107.378288917434         -1790.729081529036        -6630.984910005045        
0.2019092387454293        2804.693808177333         -1728.288514421563        -6382.744486953392        
0.203062410797429         3471.746447886475         -1647.514387727574        -6066.632951832648        
0.2042148453692789        4101.471181175789         -1549.280121842175        -5686.073660521854        
0.2053665587773139        4687.215481681314         -1434.642838272507        -5245.16937736349         
0.2065175632924365        5222.799750535151         -1304.833475788627        -4748.66383162337         
0.207667907969153         5702.601232076581         -1161.238678497596        -4201.871990985241        
0.208817660841305         6121.599609375497         -1005.386499767012        -3610.62538562547         
0.2099669048475334        6475.424270572989         -838.9300346959636        -2981.209631233206        
0.2111157411454769        6760.39702513906          -663.6289875516029        -2320.294314275298        
0.2122642994072521        6973.566754780163         -481.3290668664031        -1634.854922602082        
0.213412694822182         7112.727065070891         -293.9493270884973        -932.1248097843305        
0.2145610887419025        7176.444818267434         -103.4526316020465        -219.4838831547214        
0.2157096026021463        7164.062962466682         88.16040260418734         495.5644681834814         
0.2168583859820501        7075.712290716782         278.8828628633717         1205.511491085469         
0.2180075791220588        6912.306608774869         466.7156596199089         1902.896074434273         
0.2191573196359968        6675.533987710896         649.6887931968109         2580.38434583491          
0.2203077240919811        6367.844999117777         825.8784110041784         3230.833477043951         
0.2214588910683233        5992.432063672473         993.4272448524174         3847.367889407634         
0.2226109161529166        5553.194759512592         1150.566069113308         4423.458919963538         
0.2237638795995736        5054.705368146731         1295.630186463714         4952.985907057007         
0.2249178169040533        4502.17979610124          1427.073824467063         5430.289584672255         
0.2260727596039942        3901.410716403067         1543.492427645777         5850.25401000001          
0.2272287226078333        3258.714436064589         1643.636286795173         6208.356440716684         
0.228385685608373         2580.878457093948         1726.423306578108         6500.71397539068          
0.2295436166532454        1875.079831376334         1790.953971057684         6724.137637555713         
0.2307024555302633        1148.820437153196         1836.52110225001          6876.167384945608         
0.2318621495978732        409.825671810701          1862.620096051799         6955.107938110697         
0.2330225862096995        -333.9953126705958        1868.953799592806         6960.046084066486         
0.2341836863670324        -1074.694563962222        1855.438904084901         6890.870947969148         
0.2353453298928798        -1804.324643827012        1822.206785227688         6748.276124009343         
0.2365074206754798        -2515.067225301114        1769.602116671451         6533.751186991726         
0.2376698467487586        -3199.293746045524        1698.180022187454         6249.569409210007         
0.2388324876992556        -3849.655149265984        1608.700826406391         5898.765727026462         
0.2399952458872576        -4459.180566439194        1502.119427770502         5485.094345223238         
0.2411580292391591        -5021.342490739093        1379.575308993945         5012.989536329297         
0.2423207500833087        -5530.127253452847        1242.380074639051         4487.517036106182         
0.2434833454426553        -5980.107954846452        1092.000309452543         3914.307869436907         
0.244645745602611         -6366.488483576989        930.0449926747208         3299.509910523749         
0.2458079317111697        -6685.172480672643        758.2397517750337         2649.68963175997          
0.2469698499662627        -6932.77766233837         578.4199649025994         1971.805638231292         
0.2481314784818096        -7106.691593385246        392.5013867225536         1273.097182274029         
0.249292821277777         -7205.090042438211        202.4597700804303         561.007235878057          
0.2504538852081168        -7226.948731722843        10.31337807000236         -156.8834766149741        
0.2516146709458553        -7172.054279463402        -181.896788574103         -872.9309599704927        
0.2527751936540881        -7041.00567245768         -372.1319289234902        -1579.521461448912        
0.2539354475011351        -6835.210698702529        -558.371155044177         -2269.1304168996          
0.2550954600774276        -6556.862860286083        -738.6415632272234        -2934.434463561344        
0.2562552349299949        -6208.926705389899        -911.0296884460394        -3568.354181054786        
0.2574147737141175        -5795.104993536502        -1073.705395984728        -4164.142756889683        
0.2585740660579177        -5319.804165439193        -1224.939963286774        -4715.452904621198        
0.2597331061551813        -4788.082371903633        -1363.126810117417        -5216.413166000064        
0.2608918698279013        -4205.60641995652         -1486.795873579764        -5661.680714295379        
0.2620503374855616        -3578.582219892365        -1594.632290840259        -6046.509467164548        
0.2632084787874192        -2913.696567709112        -1685.488914821084        -6366.795458035495        
0.2643662512018636        -2218.048188983008        -1758.399189576531        -6619.12320771233         
0.265523614572885         -1499.063711711908        -1812.588992825092        -6800.807761730292        
0.2666804963992036        -764.4396856795236        -1847.484000438797        -6909.920703443055        
0.2678368701526779        -22.01022292042517        -1862.719008605094        -6945.321278780739        
0.2689926648308756        720.2809645558129         -1858.139174368171        -6906.660292412028        
0.2701478230919747        1454.503942951818         -1833.803866370563        -6794.390938983263        
0.2713023316464387        2172.847796067976         -1789.983575133392        -6609.754165968642        
0.2724561369905132        2867.651983855575         -1727.158760931469        -6354.773372287204        
0.2736092165614537        3531.534061012643         -1646.012549249083        -6032.223266042787        
0.2747615646367194        4157.458947998402         -1547.422373491894        -5645.596440789008        
0.2759131967322901        4738.814711924292         -1432.448984709638        -5199.059884460762        
0.2770641389288358        5269.475222021734         -1302.325068536386        -4697.410369149445        
0.2782144284137758        5743.864103953905         -1158.441504445784        -4146.020965160309        
0.27936412838244          6157.017114342081         -1002.329913715787        -3550.77371323036         
0.2805133438632765        6504.632642495183         -835.6428277894487        -2917.983740649444        
0.2816621573474549        6783.091266012183         -660.1447859549439        -2254.36509587652         
0.2828106970046065        6989.510645683201         -477.6837899574164        -1566.922168603505        
0.283959095570026         7121.757654728757         -290.1777038284528        -862.8981843517055        
0.2851074859172513        7178.468454884909         -99.5953347445642         -149.7035948984786        
0.2862560130997736        7159.061385780165         92.0656809084887          565.1672464087443         
0.2874048144840344        7063.740534935972         282.7959051815554         1274.200141479239         
0.2885540516690526        6893.489587980753         470.5996436688432         1969.956601704711         
0.2897038459523174        6650.068879272679         653.5044218163876         2645.109518793009         
0.2908543268713402        6335.994501064858         829.5889847621083         3292.547423864196         
0.2920055952054099        5954.522547772913         996.9971012213415         3905.425908896449         
0.2931577383715194        5509.616797304269         1153.959390958526         4477.248471528666         
0.294310809844319         5005.920149646257         1298.80935413949          5001.925820390725         
0.2954648686754808        4448.694031862772         1430.006422840925         5473.860354390693         
0.2966199416478048        3843.782452620581         1546.147709538328         5887.989201823091         
0.2977760311332531        3197.552566392391         1645.985033277786         6239.846180052687         
0.2989331237695296        2516.826255268823         1728.44004061134          6525.616309477909         
0.3000911759627343        1808.819005311771         1792.615845539522         6742.177519640542         
0.3012501223347499        1081.060718544613         1837.80903974444          6887.143100569626         
0.3024099084941554        341.2951413188416         1863.519343809723         6958.894585317924         
0.3035704269714188        -402.5626479338994        1869.454180777356         6956.597512907586         
0.3047315996918769        -1142.564138888242        1855.534635513862         6880.219178946442         
0.3058933001921105        -1870.764859654124        1821.896758194769         6730.532236902709         
0.3070554397345404        -2579.366070220895        1768.889592111413         6509.102576445532         
0.3082179027369421        -3260.759799780543        1697.072896978963         6218.279198470665         
0.3093805758653616        -3907.631452538073        1607.210885892535         5861.167255297002         
0.3105433653763612        -4513.049268639351        1500.262122443575         5441.587138276737         
0.3117061678167374        -5070.523910571335        1377.371121468151         4964.040886182742         
0.3128689063123602        -5574.09728735324         1239.852155153207         4433.648481147129         
0.3140315159871534        -6018.39707933241         1089.175436064509         3856.094141132367         
0.3151939220188069        -6398.686254891966        926.9538701849029         3237.57489261542          
0.3163560912544199        -6710.930690362448        754.9182656164226         2584.705413272677         
0.3175179954014311        -6951.824866544009        574.9028905520332         1904.462918465268         
0.3186796197915101        -7118.827510155817        388.8243571216312         1204.106786826672         
0.3198409482611169        -7210.184370252615        198.6634008133127         491.1094251038865         
0.3210019763318996        -7224.947684804833        6.441609265736052         -226.9316157199538        
0.3221627265484131        -7162.981445213719        -185.8027135717651        -942.3842694227285        
0.3233232097591099        -7024.959994158748        -376.0296385323871        -1647.638595698392        
0.324483438525931         -6812.361889672087        -562.2212581184358        -2335.195200080444        
0.3256434163049562        -6527.456654041223        -742.4012412526538        -2997.738136256537        
0.3268031551742752        -6173.277413696748        -914.6584815163895        -3628.222595707891        
0.3279626473668031        -5753.597124503734        -1077.163016767477        -4219.933873625568        
0.3291219082530006        -5272.874822940667        -1228.191542361874        -4766.581079216173        
0.3302809191882261        -4736.230145772428        -1366.137808588838        -5262.335412661338        
0.3314396732785099        -4149.372734576171        -1489.53602303035         -5701.915366243783        
0.332598137709283         -3518.560128130034        -1597.072310819504        -6080.628337674125        
0.3337562607630389        -2850.531456012708        -1687.600910188242        -6394.429025795988        
0.3349140120080847        -2152.412696327736        -1760.160061764557        -6639.975610390962        
0.3360713266665698        -1431.672436245193        -1813.978507552785        -6814.65265386717         
0.3372281595147797        -696.0095206643276        -1848.487752367841        -6916.612992135855        
0.3383844691707054        46.72153765599352         -1863.326548895907        -6944.791897262659        
0.3395401966881764        788.5816864475421         -1858.344806539649        -6898.919157740907        
0.340695298036735         1521.654285844278         -1833.605856047425        -6779.523639502143        
0.3418497283855686        2238.121177331354         -1789.385375191534        -6587.926442931828        
0.3430034527737007        2930.354331098779         -1726.167961345644        -6326.22463533372         
0.3441564527529408        3591.001869468071         -1644.640724907395        -5997.264001297688        
0.3453087254274578        4213.065372107417         -1545.684839549392        -5604.604428243886        
0.3464602847561764        4789.973836484978         -1430.364944623783        -5152.477344897158        
0.3476111727431999        5315.656255325948         -1299.915400363464        -4645.731414080505        
0.3487614200967073        5784.585396930876         -1155.730702647353        -4089.794796433067        
0.3499110930861207        6191.855457972978         -999.3448117860265        -3490.594723339334        
0.3510602833048324        6533.222279063733         -832.4146885815462        -2854.494155518655        
0.3522090944279626        6805.138064168355         -656.7040138183568        -2188.229319343455        
0.3533576421104954        7004.784757655168         -474.0645227925273        -1498.838379015645        
0.3545060461583489        7130.098837356389         -286.4178662194713        -793.5923910648806        
0.3556544616658357        7179.7913737515           -95.73054291196812        -79.90057273944044        
0.3568030346141313        7153.351644949136         95.9990312115827          634.7384973374641         
0.3579518951737555        7051.05553537062          286.7595191723011         1342.808500284702         
0.3591011851312942        6873.962001956183         474.551613729442          2036.868762009231         
0.3602510387281654        6623.902375523267         657.4050681824597         2709.617790880795         
0.3614015888488211        6303.461239613586         833.3995654969694         3353.970804425988         
0.362552922906616         5915.965783856932         1000.67771926411          3963.10820925348          
0.363705150266469         5465.435514496653         1157.474480047618         4530.583744711036         
0.3648583244175825        4956.570665880765         1302.124492862677         5050.351828335093         
0.3660124989510223        4394.688199021559         1433.08797193511          5516.861930410952         
0.3671676842059242        3785.689573552978         1548.962305490027         5925.100909826852         
0.36832387711911          3135.989546509611         1648.501664438678         6270.663645974314         
0.3694810661036172        2452.447224045554         1730.631144393068         6549.803308010289         
0.3706392240455898        1742.298879965608         1794.458181168243         6759.471471976945         
0.3717982649759506        1013.110509040572         1839.281711702465         6897.350575337542         
0.3729581294974196        272.6454504057718         1864.605579301588         6961.898740662141         
0.374118734835065         -471.1885553013688        1870.141764680923         6952.35976145404          
0.37527996130666          -1210.415920871926        1855.815745205748         6868.780036617883         
0.3764417172133108        -1937.121979296016        1821.768034455916         6712.009063479528         
0.3776038908799819        -2643.509298158703        1768.352982150391         6483.692593052286         
0.3787663828916266        -3322.003432241776        1696.134427526597         6186.251976040652         
0.3799290743845631        -3965.317585131824        1605.881437174028         5822.865455504563         
0.3810918723065697        -4566.558863330571        1498.5570284416           5397.421522724499         
0.3822546760857222        -5119.284642081804        1375.309708964439         4914.484792978001         
0.3834174199619156        -5617.592626322715        1237.456329011231         4379.228027246693         
0.3845800276976661        -6056.161728427731        1086.471960738851         3797.392385344127         
0.3857424282323336        -6430.318082445152        923.9723753998007         3175.218982386682         
0.3869045933824964        -6736.09430976857         751.6905712221961         2519.358487935527         
0.3880664832686307        -6970.25114793981         571.4651412313943         1836.826470749648         
0.389228075498977         -7130.319706592726        385.2162639042334         1134.911667417116         
0.3903893682545458        -7214.623191632596        194.9242111996537         421.0944921983077         
0.3915503784337489        -7222.288603965274        2.608323695242701         -297.0322965061206        
0.3927110874756181        -7153.255173710251        -189.6853833612268        -1011.810585182439        
0.3938715302574565        -7008.272825113584        -379.9204957622952        -1715.652613857586        
0.3950317190865462        -6788.893747884993        -566.0790213526851        -2401.073921782804        
0.3961916545085842        -6497.460140777009        -746.184561859169         -3060.779694079297        
0.3973513622258906        -6137.07021617942         -918.328846291455         -3687.762718938893        
0.3985108431261324        -5711.557673580338        -1080.68402912633         -4275.348783364642        
0.3996700807365414        -5225.454562283366        -1231.523820998119        -4817.274313198944        
0.4008290756246424        -4683.930240171642        -1369.24651351701         -5307.770029069036        
0.4019878074759617        -4092.752403484069        -1492.387063996773        -5741.604701892626        
0.4031462455350265        -3458.224095222961        -1599.634733528355        -6114.148569117837        
0.4043043505917012        -2787.116830105195        -1689.847855160877        -6421.425834791829        
0.4054620789320325        -2086.596610905837        -1762.066846942373        -6660.160267276404        
0.4066193735197885        -1364.152818522525        -1815.52450884163         -6827.810740838012        
0.4077761882617779        -627.50268653823          -1849.655908301156        -6922.60411478567         
0.4089324571941688        115.4730351279768         -1864.103494771526        -6943.551625361438        
0.4100881256417779        856.8354478400115         -1858.722338645127        -6890.463869097075        
0.411243158592697         1588.679428368967         -1833.580608633981        -6763.948537274925        
0.4123975173533836        2303.204305767232         -1788.958412397106        -6565.402925221728        
0.4135511611348193        2992.799847004001         -1725.345153919528        -6297.00016334955         
0.4147040658754122        3650.140303939028         -1643.433080312863        -5961.66079507968         
0.4158562491647899        4268.275194114158         -1544.106291042921        -5563.007492621088        
0.4170077221133397        4840.674217901361         -1428.433516345602        -5105.335850574728        
0.4181585292390082        5361.316069325232         -1297.652543672373        -4593.551974222834        
0.4193087076200754        5824.730088688447         -1153.160435590293        -4033.133767123558        
0.420458324795618         6226.06905499881          -996.4938891402768        -3430.05396679115         
0.4216074872019817        6561.154928889517         -829.3102361906163        -2790.706760745068        
0.4227562882006168        6826.500940716367         -653.3767429079657        -2121.86643570609         
0.4239048463823565        7019.357175836873         -470.5466102949587        -1430.595294737444        
0.4250532867445145        7137.729768518333         -282.7422389102428        -724.1798809983628        
0.4262017446453683        7180.399132146927         -91.9347283178931         -10.05318731983142        
0.4273503642434662        7146.928707783231         99.87609891087108         704.280738685317          
0.4284992917782802        7037.666735232691         290.6808678065497         1411.318853415091         
0.429648671663017         6853.742018372018         478.480240735956          2103.632449118331         
0.430798623146984         6597.058153730173         661.3013538933139         2773.928630444333         
0.4319492552967859        6270.276299496865         837.2205585033529         3415.134767332831         
0.4331006997563236        5876.777758847109         1004.387857120784         4020.488298791492         
0.4342530327412533        5420.655321338835         1161.034229533723         4583.564002210604         
0.4354063187965949        4906.664682002721         1305.497278298929         5098.367729516594         
0.4365606010869669        4340.182220050765         1436.237722765389         5559.396251365228         
0.4377158910829166        3727.158811878105         1551.85541634869          5961.695101989459         
0.438872217790049         3074.034337134795         1651.109710567943         6300.930736444837         
0.4400295255363744        2387.729236553884         1732.924421609102         6573.40886053693          
0.4411877942948195        1675.50675066016          1796.411112412863         6776.154904735597         
0.4423469406428922        944.9546551239307         1840.872568804075         6906.926250170218         
