MINABO.ElapsedDays        MINABO.X                  MINABO.Y                  MINABO.Z                  MINABO.VX                 MINABO.VY                 MINABO.VZ                 
0                         11                        97.4649601754801          54.24556698931333         11                        5.716753967790518         14.46785139790119         
MINABO.ElapsedDays        MINABO.X                  MINABO.Y                  MINABO.Z                  MINABO.VX                 MINABO.VY                 MINABO.VZ                 
0.08908802644509706       -1266293.779252405        2251303.589109766         2290152.623428076         -164.5162278307445        292.4708296243952         297.5243613167339         
0.0925602486677235        -1315648.647063424        2339044.837040227         2379409.930849726         -164.516224287861         292.4708233256219         297.5243549092646         
0.09603247089034994       -1365003.513850726        2426786.083150661         2468667.23641994          -164.516221001165         292.4708174823282         297.5243489651304         
0.09950469311297638       -1414358.379687048        2514527.327570383         2557924.540270264         -164.5162179438385        292.470812046833          297.5243434358281         
0.1029769153356028        -1463713.244637636        2602268.570415398         2647181.842518705         -164.5162150926805        292.4708069778856         297.5243382793961         
0.1064491375582293        -1513068.108761247        2690009.811790167         2736439.143271525         -164.5162124275171        292.4708022396178         297.5243334593476         
0.1099213597772177        -1562422.972110976        2777751.05178909          2825696.442624751         -164.5162099307231        292.4707978006932         297.5243289438063         
0.1133935819998442        -1611777.834734965        2865492.290497757         2914953.740665451         -164.516207586832         292.4707936336136         297.5243247047996         
0.1168658042224706        -1661132.696676998        2953233.527994011         3004211.03747281          -164.5162053822158        292.4707897141488         297.5243207176795         
0.1203380264450971        -1710487.557977012        3040974.764348856         3093468.33311906          -164.5162033048189        292.4707860208651         297.5243169606429         
0.1238102486677235        -1759842.418671537        3128715.999627238         3182725.627670263         -164.516201343938         292.4707825347331         297.5243134143321         
0.1272824708903499        -1809197.27879407         3216457.23388871          3271982.921187002         -164.5161994900381        292.4707792388            297.524310061502          
0.1307546931129764        -1858552.138375403        3304198.467188018         3361240.213724967         -164.5161977345966        292.4707761179135         297.5243068867389         
0.1342269153356028        -1907906.997443907        3391939.699575601         3450497.505335467         -164.5161960699729        292.4707731584894         297.5243038762245         
0.1376991375582293        -1957261.856025779        3479680.931098032         3539754.79606588          -164.5161944892971        292.4707703483135         297.5243010175336         
0.1411713597772177        -2006616.714145259        3567422.161798409         3629012.085960045         -164.516192986375         292.4707676763731         297.5242982994639         
0.1446435819998442        -2055971.571824818        3655163.391716681         3718269.375058605         -164.5161915556073        292.4707651327133         297.5242957118885         
0.1481158042224706        -2105326.429085329        3742904.620889959         3807526.663399309         -164.5161901919196        292.4707627083124         297.5242932456302         
0.1515880264450971        -2154681.285946215        3830645.849352772         3896783.951017279         -164.5161888907025        292.4707603949755         297.5242908923526         
0.1550602486677235        -2204036.142425577        3918387.077137303         3986041.237945257         -164.5161876477594        292.4707581852414         297.524288644466          
0.1585324708903499        -2253390.998540314        4006128.304273595         4075298.524213804         -164.5161864592616        292.4707560723028         297.5242864950456         
0.1620046931129764        -2302745.854306228        4093869.53078974          4164555.809851497         -164.5161853217083        292.4707540499362         297.5242844377602         
0.1654769153356028        -2352100.709738113        4181610.756712042         4253813.094885092         -164.5161842318926        292.4707521124398         297.5242824668101         
0.1689491375582293        -2401455.564849842        4269351.982065166         4343070.379339683         -164.5161831868713        292.4707502545812         297.5242805768723         
0.1724213597772177        -2450810.419654443        4357093.206872273         4432327.663238825         -164.5161821839384        292.470748471549          297.5242787630525         
0.1758935819998442        -2500165.274164164        4444834.431155135         4521584.946604674         -164.5161812206012        292.470746758912          297.524277020843          
0.1793658042224706        -2549520.128390533        4532575.654934248         4610842.229458076         -164.5161802945604        292.4707451125822         297.5242753460853         
0.1828380264450971        -2598874.982344417        4620316.878228934         4700099.511818684         -164.5161794036911        292.4707435287817         297.5242737349363         
0.1863102486677235        -2648229.836036068        4708058.101057419         4789356.793705041         -164.516178546027         292.4707420040145         297.5242721838399         
0.1897824708903499        -2697584.689475171        4795799.323436922         4878614.075134662         -164.5161777197455        292.4707405350408         297.5242706894998         
0.1932546931129764        -2746939.542670883        4883540.545383722         4967871.35612411          -164.5161769231551        292.4707391188529         297.5242692488568         
0.1967269153356028        -2796294.395631875        4971281.766913232         5057128.63668906          -164.5161761546837        292.470737752656          297.5242678590677         
0.2001991375582293        -2845649.248366358        5059022.988040056         5146385.91684437          -164.5161754128683        292.470736433849          297.5242665174866         
0.2036713597772177        -2895004.100882124        5146764.208778039         5235643.196604125         -164.5161746963455        292.470735160008          297.524265221648          
0.2071435819998442        -2944358.953186567        5234505.429140329         5324900.475981702         -164.5161740038435        292.4707339288721         297.5242639692515         
0.2106158042224706        -2993713.805286713        5322246.649139418         5414157.754989807         -164.5161733341743        292.470732738329          297.5242627581487         
0.2140880264450971        -3043068.657189244        5409987.868787185         5503415.03364052          -164.516172686227         292.4707315864037         297.5242615863304         
0.2175602486677235        -3092423.508900518        5497729.088094935         5592672.311945343         -164.5161720589616        292.4707304712471         297.5242604519157         
0.2210324708903499        -3141778.360426591        5585470.307073437         5681929.589915233         -164.5161714514033        292.4707293911267         297.5242593531419         
0.2245046931129764        -3191133.211773238        5673211.525732953         5771186.867560628         -164.5161708626378        292.4707283444166         297.5242582883554         
0.2279769153356028        -3240488.062945967        5760952.744083275         5860444.144891489         -164.5161702918065        292.4707273295903         297.524257256003          
0.2314491375582293        -3289842.913950035        5848693.962133751         5949701.421917327         -164.5161697381022        292.4707263452128         297.5242562546254         
0.2349213597772177        -3339197.764790465        5936435.179893311         6038958.698647225         -164.5161692007655        292.4707253899341         297.5242552828488         
0.2383935819998442        -3388552.615472059        6024176.397370494         6128215.975089866         -164.5161686790813        292.4707244624825         297.5242543393799         
0.2418658042224706        -3437907.465999411        6111917.614573464         6217473.25125356          -164.5161681723754        292.4707235616597         297.5242534229996         
0.2453380264450971        -3487262.316376918        6199658.83151004          6306730.527146258         -164.5161676800119        292.4707226863352         297.5242525325578         
0.2488102486677235        -3536617.166608791        6287400.048187708         6395987.802775579         -164.5161672013904        292.4707218354413         297.5242516669685         
0.2522824708903499        -3585972.016699069        6375141.264613646         6485245.078148821         -164.5161667359434        292.4707210079695         297.5242508252055         
0.2557546931129764        -3635326.866651621        6462882.480794735         6574502.353272988         -164.5161662831343        292.4707202029656         297.5242500062986         
0.2592269153356028        -3684681.716470162        6550623.69673758          6663759.628154794         -164.5161658424553        292.4707194195269         297.5242492093293         
0.2626991375582293        -3734036.566158259        6638364.912448522         6753016.902800692         -164.5161654134255        292.4707186567982         297.5242484334275         
0.2661713597772177        -3783391.415719337        6726106.12793365          6842274.177216874         -164.516164995589         292.4707179139692         297.5242476777689         
0.2696435819998442        -3832746.265156689        6813847.343198817         6931531.451409298         -164.5161645885134        292.4707171902711         297.5242469415715         
0.2731158042224706        -3882101.11447348         6901588.558249653         7020788.725383689         -164.5161641917883        292.4707164849741         297.524246224093          
0.2765880264450971        -3931455.963672758        6989329.773091573         7110045.999145554         -164.5161638050238        292.4707157973853         297.5242455246285         
0.2800602486677235        -3980810.812757453        7077070.98772979          7199303.272700199         -164.5161634278494        292.470715126846          297.5242448425079         
0.2835324708903499        -4030165.661730391        7164812.202169324         7288560.546052731         -164.5161630599128        292.4707144727298         297.5242441770942         
0.2870046931129764        -4079520.510594291        7252553.416415011         7377817.819208066         -164.5161627008789        292.4707138344407         297.5242435277808         
0.2904769153356028        -4128875.359351776        7340294.630471514         7467075.09217095          -164.5161623504282        292.4707132114112         297.5242428939904         
0.2939491375582293        -4178230.208005376        7428035.84434333          7556332.364945957         -164.5161620082567        292.4707126031006         297.524242275173          
0.2974213597772177        -4227585.056557531        7515777.058034794         7645589.637537498         -164.5161616740744        292.4707120089931         297.5242416708041         
0.3008935819998442        -4276939.905010593        7603518.271550096         7734846.909949835         -164.5161613476047        292.4707114285972         297.5242410803835         
0.3043658042224706        -4326294.753366839        7691259.484893276         7824104.182187077         -164.5161610285838        292.4707108614437         297.5242405034339         
0.3078380264450971        -4375649.601628463        7779000.698068241         7913361.454253196         -164.5161607167594        292.4707103070844         297.5242399394996         
0.3113102486677235        -4425004.449797589        7866741.911078762         8002618.726152033         -164.5161604118909        292.4707097650912         297.5242393881448         
0.3147824708903499        -4474359.29787627         7954483.12392849          8091875.997887299         -164.516160113748         292.4707092350548         297.5242388489535         
0.3182546931129764        -4523714.145866487        8042224.336620951         8181133.269462583         -164.5161598221106        292.4707087165841         297.5242383215275         
0.3217269153356028        -4573068.993770165        8129965.549159559         8270390.540881354         -164.516159536768         292.4707082093044         297.5242378054859         
0.3251991375582293        -4622423.841589158        8217706.761547617         8359647.812146975         -164.5161592575187        292.4707077128573         297.524237300464          
0.3286713597772177        -4671778.689325266        8305447.973788322         8448905.083262697         -164.5161589841696        292.4707072268996         297.5242368061125         
0.3321435819998442        -4721133.536980231        8393189.185884772         8538162.354231674         -164.5161587165356        292.4707067511021         297.5242363220968         
0.3356158042224706        -4770488.384555741        8480930.397839967         8627419.625056958         -164.5161584544393        292.4707062851497         297.5242358480961         
0.3390880264450971        -4819843.232053431        8568671.609656815         8716676.895741504         -164.5161581977106        292.4707058287399         297.5242353838027         
0.3425602486677235        -4869198.079474887        8656412.821338136         8805934.166288182         -164.5161579461863        292.4707053815824         297.5242349289216         
0.3460324708903499        -4918552.926821647        8744154.032886662         8895191.436699769         -164.5161576997097        292.4707049433989         297.5242344831692         
0.3495046931129764        -4967907.774095202        8831895.244305046         8984448.706978966         -164.5161574581304        292.4707045139216         297.5242340462737         
0.3529769153356028        -5017262.621297           8919636.45559586          9073705.977128387         -164.5161572213039        292.4707040928938         297.5242336179734         
0.3564491375582293        -5066617.468428446        9007377.666761601         9162963.247150576         -164.5161569890912        292.4707036800685         297.5242331980174         
0.3599213597772177        -5115972.315490902        9095118.877804697         9252220.517048003         -164.5161567613589        292.4707032752086         297.5242327861641         
0.3633935819998442        -5165327.162485695        9182860.0887275           9341477.786823064         -164.5161565379785        292.4707028780854         297.5242323821814         
0.3668658042224706        -5214682.009414112        9270601.299532296         9430735.056478079         -164.5161563188264        292.4707024884793         297.5242319858455         
0.3703380264450971        -5264036.856277403        9358342.510221314         9519992.326015314         -164.5161561037837        292.4707021061789         297.5242315969416         
0.3738102486677235        -5313391.703076784        9446083.720796714         9609249.595436968         -164.516155892736         292.4707017309808         297.5242312152625         
0.3772824708903499        -5362746.549813433        9533824.931260593         9698506.864745177         -164.5161556855728        292.4707013626887         297.5242308406087         
0.3807546931129764        -5412101.396488504        9621566.141615            9787764.133942021         -164.516155482188         292.4707010011137         297.524230472788          
0.3842269153356028        -5461456.243103113        9709307.351861917         9877021.40302952          -164.5161552824791        292.4707006460736         297.5242301116153         
0.3876991375582293        -5510811.089658349        9797048.562003281         9966278.672009641         -164.5161550863473        292.4707002973931         297.5242297569117         
0.3911713597772177        -5560165.936155269        9884789.772040973         10055535.9408843          -164.5161548936974        292.4706999549026         297.5242294085052         
0.3946435819998442        -5609520.782594905        9972530.981976824         10144793.20965536         -164.5161547044374        292.4706996184387         297.5242290662295         
0.3981158042224706        -5658875.628978262        10060272.19181262         10234050.47832463         -164.5161545184788        292.470699287844          297.5242287299241         
0.4015880264450971        -5708230.475306314        10148013.4015501          10323307.74689389         -164.5161543357357        292.470698962966          297.5242283994343         
0.4050602486677235        -5757585.321580016        10235754.61119095         10412565.01536486         -164.5161541561257        292.4706986436578         297.5242280746103         
0.4085324708903499        -5806940.167800295        10323495.82073684         10501822.28373921         -164.5161539795687        292.4706983297773         297.5242277553078         
0.4120046931129764        -5856295.013968057        10411237.03018935         10591079.55201858         -164.5161538059876        292.4706980211873         297.5242274413873         
0.4154769153356028        -5905649.86008418         10498978.23955006         10680336.82020456         -164.5161536353078        292.4706977177553         297.5242271327137         
0.4189491375582293        -5955004.706149525        10586719.4488205          10769594.08829871         -164.5161534674571        292.4706974193528         297.5242268291567         
0.4224213597772177        -6004359.552164931        10674460.65800216         10858851.35630255         -164.5161533023658        292.4706971258559         297.5242265305899         
0.4258935819998442        -6053714.398131214        10762201.8670965          10948108.62421755         -164.5161531399663        292.4706968371447         297.5242262368914         
0.4293658042224706        -6103069.244049174        10849943.07610492         11037365.89204516         -164.5161529801935        292.470696553103          297.5242259479431         
0.4328380264450971        -6152424.089919587        10937684.28502882         11126623.15978678         -164.516152822984         292.4706962736184         297.5242256636308         
0.4363102486677235        -6201778.935743215        11025425.49386954         11215880.42744379         -164.5161526682767        292.4706959985822         297.5242253838435         
0.4397824708903499        -6251133.781520797        11113166.7026284          11305137.69501753         -164.5161525160123        292.470695727889          297.5242251084743         
0.4432546931129764        -6300488.62725306         11200907.91130669         11394394.9625093          -164.5161523661334        292.4706954614367         297.5242248374192         
0.4467269153356028        -6349843.472940711        11288649.11990567         11483652.2299204          -164.5161522185844        292.4706951991265         297.5242245705777         
0.4501991375582293        -6399198.318584438        11376390.32842657         11572909.49725206         -164.5161520733113        292.4706949408623         297.5242243078523         
0.4536713597772177        -6448553.16418492         11464131.53687058         11662166.76450552         -164.516151930262         292.4706946865516         297.5242240491485         
0.4571435819998442        -6497908.009742813        11551872.74523889         11751424.03168195         -164.5161517893857        292.4706944361039         297.5242237943747         
0.4606158042224706        -6547262.855258764        11639613.95353263         11840681.29878253         -164.5161516506333        292.4706941894322         297.5242235434419         
0.4640880264450971        -6596617.700733402        11727355.16175292         11929938.56580839         -164.5161515139571        292.4706939464514         297.5242232962639         
0.4675602486677235        -6645972.546167343        11815096.36990086         12019195.83276065         -164.5161513793108        292.4706937070797         297.5242230527571         
0.4710324708903499        -6695327.391561188        11902837.57797752         12108453.09964041         -164.5161512466496        292.470693471237          297.5242228128402         
0.4745046931129764        -6744682.236915526        11990578.78598395         12197710.36644871         -164.5161511159299        292.4706932388459         297.5242225764346         
0.4779769153356028        -6794037.082230936        12078319.99392117         12286967.63318661         -164.5161509871094        292.4706930098311         297.5242223434636         
0.4814491375582293        -6843391.927507977        12166061.20179018         12376224.89985512         -164.5161508601471        292.4706927841195         297.524222113853          
0.4849213597772177        -6892746.772747205        12253802.40959197         12465482.16645525         -164.5161507350029        292.4706925616404         297.5242218875306         
0.4883935819998442        -6942101.617949158        12341543.61732748         12554739.43298797         -164.5161506116381        292.4706923423246         297.5242216644263         
0.4918658042224706        -6991456.463114363        12429284.82499767         12643996.69945422         -164.516150490015         292.4706921261054         297.5242214444718         
0.4953380264450971        -7040811.308243338        12517026.03260345         12733253.96585496         -164.516150370097         292.4706919129174         297.524221227601          
0.4988102486677235        -7090166.153336589        12604767.24014572         12822511.23219109         -164.5161502518485        292.4706917026973         297.5242210137495         
0.5022824708903499        -7139520.998394612        12692508.44762536         12911768.4984635          -164.5161501352348        292.4706914953837         297.5242208028547         
0.5057546931129764        -7188875.843417892        12780249.65504324         13001025.76467309         -164.5161500202224        292.4706912909168         297.5242205948556         
0.5092269153356028        -7238230.688406903        12867990.86240019         13090283.0308207          -164.5161499067783        292.4706910892381         297.524220389693          
0.5126991375582293        -7287585.533362114        12955732.06969705         13179540.29690718         -164.516149794871         292.4706908902911         297.5242201873093         
0.5161713597772177        -7336940.378283978        13043473.27693463         13268797.56293335         -164.5161496844691        292.4706906940207         297.5242199876484         
0.5196435819998442        -7386295.223172941        13131214.48411372         13358054.82890003         -164.5161495755426        292.4706905003732         297.5242197906557         
0.5231158042224706        -7435650.068029448        13218955.69123511         13447312.09480801         -164.5161494680621        292.4706903092964         297.524219596278          
0.5265880264450971        -7485004.912853922        13306696.89829955         13536569.36065805         -164.516149361999         292.4706901207396         297.5242194044639         
0.5300602486677235        -7534359.757646786        13394438.1053078          13625826.62645094         -164.5161492573255        292.470689934653          297.5242192151627         
0.5335324708903499        -7583714.602408453        13482179.31226059         13715083.8921874          -164.5161491540144        292.4706897509885         297.5242190283253         
0.5370046931129764        -7633069.447139328        13569920.51915863         13804341.15786818         -164.5161490520393        292.4706895696992         297.5242188439042         
0.5404769153356028        -7682424.291839808        13657661.72600264         13893598.42349398         -164.5161489513744        292.4706893907391         297.5242186618526         
0.5439491375582293        -7731779.136510281        13745402.9327933          13982855.68906552         -164.5161488519946        292.4706892140638         297.5242184821253         
0.5474213597772177        -7781133.981151131        13833144.1395313          14072112.95458349         -164.5161487538756        292.4706890396297         297.5242183046777         
0.5508935819998442        -7830488.82576273         13920885.3462173          14161370.22004855         -164.5161486569934        292.4706888673944         297.5242181294672         
0.5543658042224706        -7879843.670345447        14008626.55285195         14250627.48546139         -164.5161485613248        292.4706886973168         297.5242179564515         
0.5578380264450971        -7929198.514899644        14096367.7594359          14339884.75082264         -164.5161484668471        292.4706885293564         297.5242177855895         
0.5613102486677235        -7978553.359425673        14184108.96596977         14429142.01613296         -164.5161483735384        292.470688363474          297.5242176168414         
0.5647824708903499        -8027908.203923883        14271850.17245419         14518399.28139295         -164.5161482813769        292.4706881996312         297.5242174501682         
0.5682546931129764        -8077263.048394613        14359591.37888975         14607656.54660326         -164.5161481903417        292.4706880377908         297.5242172855319         
0.5717269153356028        -8126617.892838198        14447332.58527706         14696913.81176448         -164.5161481004123        292.470687877916          297.5242171228953         
0.5751991375582293        -8175972.737254969        14535073.7916167          14786171.07687719         -164.5161480115686        292.4706877199714         297.5242169622222         
0.5786713597772177        -8225327.581645247        14622814.99790924         14875428.341942           -164.516147923791         292.4706875639224         297.5242168034773         
0.5821435819998442        -8274682.426009348        14710556.20415524         14964685.60695946         -164.5161478370605        292.4706874097349         297.5242166466261         
0.5856158042224706        -8324037.270347584        14798297.41035526         15053942.87193016         -164.5161477513585        292.4706872573757         297.5242164916348         
0.5890880264450971        -8373392.114660262        14886038.61650984         15143200.13685463         -164.5161476666668        292.4706871068125         297.5242163384707         
0.5925602486677235        -8422746.958947683        14973779.82261952         15232457.40173342         -164.5161475829676        292.4706869580139         297.5242161871016         
0.5960324708903499        -8472101.803210143        15061521.02868482         15321714.66656707         -164.5161475002436        292.4706868109489         297.5242160374961         
0.5995046931129764        -8521456.647447929        15149262.23470626         15410971.93135609         -164.5161474184778        292.4706866655876         297.5242158896235         
0.6029769153356028        -8570811.491661327        15237003.44068434         15500229.19610101         -164.5161473376538        292.4706865219004         297.524215743454          
0.6064491375582293        -8620166.335850615        15324744.64661957         15589486.46080233         -164.5161472577552        292.4706863798585         297.5242155989582         
0.6099213597772177        -8669521.180016071        15412485.85251242         15678743.72546054         -164.5161471787664        292.4706862394339         297.5242154561076         
0.6133935819998442        -8718876.024157962        15500227.05836339         15768000.99007615         -164.5161471006718        292.4706861005989         297.5242153148743         
0.6168658042224706        -8768230.868276561        15587968.26417294         15857258.25464963         -164.5161470234564        292.470685963327          297.524215175231          
0.6203380264450971        -8817585.712372122        15675709.46994154         15946515.51918145         -164.5161469471054        292.4706858275917         297.5242150371508         
0.6238102486677235        -8866940.556444909        15763450.67566964         16035772.78367207         -164.5161468716043        292.4706856933676         297.5242149006079         
0.6272824708903499        -8916295.40049517         15851191.88135771         16125030.04812197         -164.5161467969391        292.4706855606294         297.5242147655765         
0.6307546931129764        -8965650.244523155        15938933.08700617         16214287.31253157         -164.5161467230958        292.4706854293525         297.5242146320318         
0.6342269153356028        -9015005.088529106        16026674.29261546         16303544.57690133         -164.5161466500612        292.470685299513          297.5242144999494         
0.6376991375582293        -9064359.932513271        16114415.49818602         16392801.84123169         -164.5161465778218        292.4706851710876         297.5242143693052         
0.6411713597772177        -9113714.776475878        16202156.70371825         16482059.10552306         -164.516146506365         292.470685044053          297.5242142400761         
0.6446435819998442        -9163069.620417168        16289897.90921259         16571316.36977587         -164.5161464356778        292.4706849183869         297.5242141122391         
0.6481158042224706        -9212424.464337364        16377639.11466942         16660573.63399054         -164.516146365748         292.4706847940674         297.5242139857718         
0.6515880264450971        -9261779.308236692        16465380.32008916         16749830.89816747         -164.5161462965635        292.4706846710729         297.5242138606525         
0.6550602486677235        -9311134.152115375        16553121.52547219         16839088.16230706         -164.5161462281125        292.4706845493822         297.5242137368596         
0.6585324708903499        -9360488.995973634        16640862.73081892         16928345.42640971         -164.5161461603833        292.4706844289746         297.5242136143721         
0.6620046931129764        -9409843.839811675        16728603.93612971         17017602.69047581         -164.5161460933646        292.4706843098302         297.5242134931693         
0.6654769153356028        -9459198.683629721        16816345.14140494         17106859.95450574         -164.5161460270452        292.4706841919291         297.5242133732314         
0.6689491375582293        -9508553.527427975        16904086.34664499         17196117.21849987         -164.5161459614142        292.470684075252          297.5242132545386         
0.6724213597772177        -9557908.371206639        16991827.55185022         17285374.48245858         -164.5161458964611        292.4706839597798         297.5242131370716         
0.6758935819998442        -9607263.214965919        17079568.75702098         17374631.74638223         -164.5161458321754        292.4706838454941         297.5242130208114         
0.6793658042224706        -9656618.05870601         17167309.96215763         17463889.01027118         -164.5161457685467        292.4706837323766         297.5242129057397         
0.6828380264450971        -9705972.902427111        17255051.16726052         17553146.2741258          -164.5161457055652        292.4706836204095         297.5242127918382         
0.6863102486677235        -9755327.746129414        17342792.37232999         17642403.53794641         -164.5161456432209        292.4706835095753         297.5242126790894         
0.6897824708903499        -9804682.589813104        17430533.57736638         17731660.80173336         -164.5161455815043        292.4706833998571         297.5242125674755         
0.6932546931129764        -9854037.433478374        17518274.78237002         17820918.06548701         -164.5161455204059        292.4706832912378         297.5242124569799         
0.6967269153356028        -9903392.277125405        17606015.98734123         17910175.32920767         -164.5161454599165        292.4706831837011         297.5242123475856         
0.7001991375582293        -9952747.120754378        17693757.19228034         17999432.59289567         -164.516145400027         292.470683077231          297.524212239276          
0.7036713597772177        -10002101.96436548        17781498.39718767         18088689.85655134         -164.5161453407285        292.4706829718117         297.5242121320354         
0.7071435819998442        -10051456.80795887        17869239.60206354         18177947.120175           -164.5161452820124        292.4706828674276         297.5242120258479         
0.7106158042224706        -10100811.65153474        17956980.80690823         18267204.38376695         -164.5161452238701        292.4706827640636         297.5242119206981         
0.7140880264450971        -10150166.49509325        18044722.01172207         18356461.64732752         -164.5161451662931        292.4706826617048         297.5242118165709         
0.7175602486677235        -10199521.33863457        18132463.21650536         18445718.910857           -164.5161451092735        292.4706825603366         297.5242117134515         
0.7210324708903499        -10248876.18215887        18220204.42125837         18534976.17435569         -164.516145052803         292.4706824599448         297.5242116113251         
0.7245046931129764        -10298231.0256663         18307945.62598142         18624233.43782388         -164.5161449968738        292.4706823605152         297.5242115101777         
0.7279769153356028        -10347585.86915704        18395686.83067478         18713490.70126189         -164.516144941478         292.470682262034          297.5242114099952         
